clean_sku,original_sku,product_name,category,subcategory,price,inventory,inventory_date,record_status
BO-RE-8970,BO-RE-8970,Test Product 5072 (New),Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-FU-4082,HO-FU-4082,Test Product 5286,Home & kitchen,Furniture,322.34,53.0,2024-10-19 11:06:03.323184,Complete
BO-CH-7408,BO-CH-7408,Test Product 5529 - Latest Model,Books,Children,24.55,29.0,2024-04-09 11:06:03.240131,Complete
EL-AC-4800,EL-AC-4800,Test Product 5540 - Latest Model,Electronics,,99.89,41.0,2024-02-16 11:06:03.411047,Missing subcategory
EL-AC-8921,EL-AC-8921,Test Product 5578 (New),Electronics,Accessories,38.37,11.0,2024-06-08 11:06:03.3317,Complete
TO-AR-7625,TO-AR-7625,Test Product 5612 (New),Toys,,391.64,98.0,2024-03-02 11:06:03.332701,Missing subcategory
SP-FI-2778,SP-FI-2778,Test Product 5700 - Latest Model,"",Fitness,149.02,38.0,2024-12-27 11:06:03.335298,Complete
SP-OU-4228,SP-OU-4228,Test Product 5831,"",Outdoor,301.98,95.0,2024-12-20 11:06:03.339144,Complete
CL-SH-4375,CL-SH-4375,Test Product 5978,"",Shoes,454.29,18.0,2024-07-19 11:06:03.343,Complete
SP-OU-4943,SP-OU-4943,Test Product 6000 (New),Sports,Outdoor,19.01,74.0,2024-12-11 11:06:03.344042,Complete
BO-RE-2125,BO-RE-2125,Test Product 6036,Books,Reference,43.42,50.0,2024-05-24 11:06:03.345091,Complete
BO-NO-9459,BO-NO-9459,Test Product 6052,Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
CL-AC-7612,CL-AC-7612,Test Product 6121 [Updated],"",,320.42,92.0,2024-09-28 11:06:03.347571,Missing subcategory
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
HO-FU-6242,HO-FU-6242,Test Product 6371 [Updated],Home & kitchen,Furniture,174.96,95.0,2024-04-28 11:06:03.355,Complete
HO-AP-3867,HO-AP-3867,Test Product 6391 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-NO-6561,BO-NO-6561,Test Product 6405 (New),Books,Non-Fiction,462.05,27.0,2024-08-17 11:06:03.355884,Complete
Sp-Fi-5644,Sp-Fi-5644,Test Product 6482,Sports,Fitness,140.98,98.0,2025-01-29 11:06:03.358123,Complete
TO-BU-9537,TO-BU-9537,Test Product 6601 [Updated],Toys,Building,331.56,82.0,2024-08-14 11:06:03.362,Complete
EL-AU-8469,EL-AU-8469,Test Product 6655,Electronics,Audio,480.11,94.0,2024-08-04 11:06:03.363,Complete
CL-SH-1621,CL-SH-1621,Test Product 6804 [Updated],Clothing,Shoes,247.04,58.0,2025-01-23 11:06:03.390745,Complete
SP-CL-3725,SP-CL-3725,Test Product 6816 (New),Sports,Clothing,159.95,11.0,2024-05-18 11:06:03.367899,Complete
EL-PH-3051,EL-PH-3051,Test Product 3462 - Latest Model,Electronics,Phones,26.34,29.0,2024-03-26 11:06:03.269453,Complete
HO-DE-1728,HO-DE-1728,Test Product 3468,Home & kitchen,,65.54,78.0,2024-11-03 11:06:03.269625,Missing subcategory
HO-FU-4082,HO-FU-4082,Test Product 3598 (New),Home & kitchen,Furniture,12.19,53.0,2024-10-19 11:06:03.323184,Complete
BO-NO-9459,BO-NO-9459,Test Product 3713 (New),Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
BO-CH-3532,BO-CH-3532,Test Product 3728 (New),Books,,448.26,42.0,2024-08-31 11:06:03.277263,Missing subcategory
HO-AP-6891,HO-AP-6891,Test Product 3733,Home & kitchen,,347.89,47.0,2024-11-25 11:06:03.448975,Missing subcategory
CL-SH-7138,CL-SH-7138,,Clothing,Shoes,422.81,0.0,,Complete
EL-LA-9343,EL-LA-9343,Test Product 3854 (New),"",Laptops,241.88,60.0,2024-03-26 11:06:03.280991,Complete
HO-AP-8605,HO-AP-8605,Test Product 3856 - Latest Model,Home & kitchen,,200.82,74.0,2024-05-20 11:06:03.316,Missing subcategory
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,251.32,70.0,2024-05-30 11:06:03.282281,Complete
SP-EQ-3421,SP-EQ-3421,Test Product 3938 (New),Sports,Equipment,333.86,0.0,2024-08-17 11:06:03.28345,Complete
BO-NO-8159,BO-NO-8159,Test Product 4016 [Updated],Books,Non-Fiction,498.88,1.0,2024-11-21 11:06:03.286,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-RE-8970,BO-RE-8970,Test Product 4316 [Updated],Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-ST-2693,HO-ST-2693,Test Product 4487,Home & kitchen,Storage,489.42,32.0,2024-11-20 11:06:03.3,Complete
BO-ED-5936,BO-ED-5936,,Books,Educational,300.76,76.0,2024-10-05 11:06:03.307049,Complete
EL-AU-4440,EL-AU-4440,Test Product 4986 [Updated],Electronics,,439.22,23.0,2025-01-31 11:06:03.39186,Missing subcategory
HO-AP-8605,HO-AP-8605,Test Product 5028 (New),Home & kitchen,,200.82,74.0,2024-05-20 11:06:03.316,Missing subcategory
HO-AP-3867,HO-AP-3867,Test Product 5034 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-RE-8970,BO-RE-8970,Test Product 5072 (New),Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-FU-4082,HO-FU-4082,Test Product 5286,Home & kitchen,Furniture,12.19,53.0,2024-10-19 11:06:03.323184,Complete
BO-CH-7408,BO-CH-7408,Test Product 5529 - Latest Model,Books,Children,233.47,29.0,2024-04-09 11:06:03.240131,Complete
EL-AC-4800,EL-AC-4800,Test Product 5540 - Latest Model,Electronics,,99.89,41.0,2024-02-16 11:06:03.411047,Missing subcategory
EL-AC-8921,EL-AC-8921,Test Product 5578 (New),Electronics,Accessories,366.36,11.0,2024-06-08 11:06:03.3317,Complete
TO-AR-7625,TO-AR-7625,Test Product 5612 (New),Toys,,391.64,98.0,2024-03-02 11:06:03.332701,Missing subcategory
SP-FI-2778,SP-FI-2778,Test Product 5700 - Latest Model,"",Fitness,147.55,38.0,2024-12-27 11:06:03.335298,Complete
SP-OU-4228,SP-OU-4228,Test Product 5831,"",Outdoor,298.99,95.0,2024-12-20 11:06:03.339144,Complete
CL-SH-4375,CL-SH-4375,Test Product 5978,"",Shoes,454.29,18.0,2024-07-19 11:06:03.343,Complete
SP-OU-4943,SP-OU-4943,Test Product 6000 (New),Sports,Outdoor,19.01,74.0,2024-12-11 11:06:03.344042,Complete
BO-RE-2125,BO-RE-2125,Test Product 6036,Books,Reference,43.42,50.0,2024-05-24 11:06:03.345091,Complete
BO-NO-9459,BO-NO-9459,Test Product 6052,Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
CL-AC-7612,CL-AC-7612,Test Product 6121 [Updated],"",,320.42,92.0,2024-09-28 11:06:03.347571,Missing subcategory
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
HO-FU-6242,HO-FU-6242,Test Product 6371 [Updated],Home & kitchen,Furniture,174.96,95.0,2024-04-28 11:06:03.355,Complete
HO-AP-3867,HO-AP-3867,Test Product 6391 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-NO-6561,BO-NO-6561,Test Product 6405 (New),Books,Non-Fiction,462.05,27.0,2024-08-17 11:06:03.355884,Complete
Sp-Fi-5644,Sp-Fi-5644,Test Product 6482,Sports,Fitness,,98.0,2025-01-29 11:06:03.358123,Missing price
TO-BU-9537,TO-BU-9537,Test Product 6601 [Updated],Toys,Building,331.56,82.0,2024-08-14 11:06:03.362,Complete
EL-AU-8469,EL-AU-8469,Test Product 6655,Electronics,Audio,480.11,94.0,2024-08-04 11:06:03.363,Complete
CL-SH-1621,CL-SH-1621,Test Product 6804 [Updated],Clothing,Shoes,496.74,58.0,2025-01-23 11:06:03.390745,Complete
SP-CL-3725,SP-CL-3725,Test Product 6816 (New),Sports,Clothing,159.95,11.0,2024-05-18 11:06:03.367899,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,253.83,70.0,2024-05-30 11:06:03.282281,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-CH-7408,BO-CH-7408,Test Product 5529 - Latest Model,Books,Children,24.31,29.0,2024-04-09 11:06:03.240131,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
HO-FU-6242,HO-FU-6242,Test Product 6371 [Updated],Home & kitchen,Furniture,174.96,95.0,2024-04-28 11:06:03.355,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,253.83,70.0,2024-05-30 11:06:03.282281,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,251.32,70.0,2024-05-30 11:06:03.282281,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,253.83,70.0,2024-05-30 11:06:03.282281,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
EL-PH-3051,EL-PH-3051,Test Product 3462 - Latest Model,Electronics,Phones,26.34,29.0,2024-03-26 11:06:03.269453,Complete
HO-DE-1728,HO-DE-1728,Test Product 3468,Home & kitchen,Decor,65.54,78.0,2024-11-03 11:06:03.269625,Complete
HO-FU-4082,HO-FU-4082,Test Product 3598 (New),Home & kitchen,Furniture,322.34,53.0,2024-10-19 11:06:03.323184,Complete
BO-NO-9459,BO-NO-9459,Test Product 3713 (New),Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
BO-CH-3532,BO-CH-3532,Test Product 3728 (New),Books,Children,448.26,42.0,2024-08-31 11:06:03.277263,Complete
HO-AP-6891,HO-AP-6891,Test Product 3733,Home & kitchen,Appliances,295.77,47.0,2024-11-25 11:06:03.448975,Complete
CL-SH-7138,CL-SH-7138,,"",Shoes,422.81,0.0,,Complete
EL-LA-9343,EL-LA-9343,Test Product 3854 (New),Electronics,Laptops,241.88,60.0,2024-03-26 11:06:03.280991,Complete
HO-AP-8605,HO-AP-8605,Test Product 3856 - Latest Model,Home & kitchen,Appliances,200.82,74.0,2024-05-20 11:06:03.316,Complete
SP-EQ-3421,SP-EQ-3421,Test Product 3938 (New),"",Equipment,333.86,0.0,2024-08-17 11:06:03.28345,Complete
BO-NO-8159,BO-NO-8159,Test Product 4016 [Updated],Books,Non-Fiction,503.87,1.0,2024-11-21 11:06:03.286,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-RE-8970,BO-RE-8970,Test Product 4316 [Updated],Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-ST-2693,HO-ST-2693,Test Product 4487,"",Storage,489.42,32.0,2024-11-20 11:06:03.3,Complete
BO-ED-5936,BO-ED-5936,,Books,Educational,300.76,76.0,2024-10-05 11:06:03.307049,Complete
EL-AU-4440,EL-AU-4440,Test Product 4986 [Updated],Electronics,Audio,171.90,23.0,2025-01-31 11:06:03.39186,Complete
HO-AP-8605,HO-AP-8605,Test Product 5028 (New),Home & kitchen,Appliances,200.82,74.0,2024-05-20 11:06:03.316,Complete
HO-AP-3867,HO-AP-3867,Test Product 5034 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-RE-8970,BO-RE-8970,Test Product 5072 (New),Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-FU-4082,HO-FU-4082,Test Product 5286,Home & kitchen,Furniture,322.34,53.0,2024-10-19 11:06:03.323184,Complete
EL-AC-4800,EL-AC-4800,Test Product 5540 - Latest Model,Electronics,Accessories,99.89,41.0,2024-02-16 11:06:03.411047,Complete
EL-AC-8921,EL-AC-8921,Test Product 5578 (New),"",Accessories,38.37,11.0,2024-06-08 11:06:03.3317,Complete
TO-AR-7625,TO-AR-7625,Test Product 5612 (New),Toys,Arts & Crafts,391.64,98.0,2024-03-02 11:06:03.332701,Complete
SP-FI-2778,SP-FI-2778,Test Product 5700 - Latest Model,Sports,Fitness,149.02,38.0,2024-12-27 11:06:03.335298,Complete
SP-OU-4228,SP-OU-4228,Test Product 5831,Sports,Outdoor,301.98,95.0,2024-12-20 11:06:03.339144,Complete
CL-SH-4375,CL-SH-4375,Test Product 5978,Clothing,Shoes,454.29,18.0,2024-07-19 11:06:03.343,Complete
SP-OU-4943,SP-OU-4943,Test Product 6000 (New),"",Outdoor,19.01,74.0,2024-12-11 11:06:03.344042,Complete
BO-RE-2125,BO-RE-2125,Test Product 6036,"",Reference,43.42,50.0,2024-05-24 11:06:03.345091,Complete
BO-NO-9459,BO-NO-9459,Test Product 6052,Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
CL-AC-7612,CL-AC-7612,Test Product 6121 [Updated],Clothing,Accessories,320.42,92.0,2024-09-28 11:06:03.347571,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
HO-AP-3867,HO-AP-3867,Test Product 6391 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-NO-6561,BO-NO-6561,Test Product 6405 (New),"",Non-Fiction,462.05,27.0,2024-08-17 11:06:03.355884,Complete
Sp-Fi-5644,Sp-Fi-5644,Test Product 6482,Sports,Fitness,140.98,98.0,2025-01-29 11:06:03.358123,Complete
TO-BU-9537,TO-BU-9537,Test Product 6601 [Updated],"",Building,331.56,82.0,2024-08-14 11:06:03.362,Complete
EL-AU-8469,EL-AU-8469,Test Product 6655,Electronics,Audio,480.11,94.0,2024-08-04 11:06:03.363,Complete
CL-SH-1621,CL-SH-1621,Test Product 6804 [Updated],"",Shoes,247.04,58.0,2025-01-23 11:06:03.390745,Complete
SP-CL-3725,SP-CL-3725,Test Product 6816 (New),Sports,Clothing,159.95,11.0,2024-05-18 11:06:03.367899,Complete
EL-PH-3051,EL-PH-3051,Test Product 3462 - Latest Model,Electronics,Phones,26.34,29.0,2024-03-26 11:06:03.269453,Complete
HO-DE-1728,HO-DE-1728,Test Product 3468,Home & kitchen,Decor,65.54,78.0,2024-11-03 11:06:03.269625,Complete
HO-FU-4082,HO-FU-4082,Test Product 3598 (New),Home & kitchen,Furniture,12.19,53.0,2024-10-19 11:06:03.323184,Complete
BO-NO-9459,BO-NO-9459,Test Product 3713 (New),Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
BO-CH-3532,BO-CH-3532,Test Product 3728 (New),Books,Children,448.26,42.0,2024-08-31 11:06:03.277263,Complete
HO-AP-6891,HO-AP-6891,Test Product 3733,Home & kitchen,Appliances,347.89,47.0,2024-11-25 11:06:03.448975,Complete
CL-SH-7138,CL-SH-7138,,"",Shoes,422.81,0.0,,Complete
EL-LA-9343,EL-LA-9343,Test Product 3854 (New),Electronics,Laptops,241.88,60.0,2024-03-26 11:06:03.280991,Complete
HO-AP-8605,HO-AP-8605,Test Product 3856 - Latest Model,Home & kitchen,Appliances,200.82,74.0,2024-05-20 11:06:03.316,Complete
SP-EQ-3421,SP-EQ-3421,Test Product 3938 (New),"",Equipment,333.86,0.0,2024-08-17 11:06:03.28345,Complete
BO-NO-8159,BO-NO-8159,Test Product 4016 [Updated],Books,Non-Fiction,498.88,1.0,2024-11-21 11:06:03.286,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-RE-8970,BO-RE-8970,Test Product 4316 [Updated],Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-ST-2693,HO-ST-2693,Test Product 4487,"",Storage,489.42,32.0,2024-11-20 11:06:03.3,Complete
BO-ED-5936,BO-ED-5936,,Books,Educational,300.76,76.0,2024-10-05 11:06:03.307049,Complete
EL-AU-4440,EL-AU-4440,Test Product 4986 [Updated],Electronics,Audio,439.22,23.0,2025-01-31 11:06:03.39186,Complete
HO-AP-8605,HO-AP-8605,Test Product 5028 (New),Home & kitchen,Appliances,200.82,74.0,2024-05-20 11:06:03.316,Complete
HO-AP-3867,HO-AP-3867,Test Product 5034 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-RE-8970,BO-RE-8970,Test Product 5072 (New),Books,Reference,390.55,64.0,2024-12-06 11:06:03.316848,Complete
HO-FU-4082,HO-FU-4082,Test Product 5286,Home & kitchen,Furniture,12.19,53.0,2024-10-19 11:06:03.323184,Complete
EL-AC-4800,EL-AC-4800,Test Product 5540 - Latest Model,Electronics,Accessories,99.89,41.0,2024-02-16 11:06:03.411047,Complete
EL-AC-8921,EL-AC-8921,Test Product 5578 (New),"",Accessories,366.36,11.0,2024-06-08 11:06:03.3317,Complete
TO-AR-7625,TO-AR-7625,Test Product 5612 (New),Toys,Arts & Crafts,391.64,98.0,2024-03-02 11:06:03.332701,Complete
SP-FI-2778,SP-FI-2778,Test Product 5700 - Latest Model,Sports,Fitness,147.55,38.0,2024-12-27 11:06:03.335298,Complete
SP-OU-4228,SP-OU-4228,Test Product 5831,Sports,Outdoor,298.99,95.0,2024-12-20 11:06:03.339144,Complete
CL-SH-4375,CL-SH-4375,Test Product 5978,Clothing,Shoes,454.29,18.0,2024-07-19 11:06:03.343,Complete
SP-OU-4943,SP-OU-4943,Test Product 6000 (New),"",Outdoor,19.01,74.0,2024-12-11 11:06:03.344042,Complete
BO-RE-2125,BO-RE-2125,Test Product 6036,"",Reference,43.42,50.0,2024-05-24 11:06:03.345091,Complete
BO-NO-9459,BO-NO-9459,Test Product 6052,Books,Non-Fiction,245.29,71.0,2024-07-16 11:06:03.345558,Complete
CL-AC-7612,CL-AC-7612,Test Product 6121 [Updated],Clothing,Accessories,320.42,92.0,2024-09-28 11:06:03.347571,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
HO-AP-3867,HO-AP-3867,Test Product 6391 [Updated],Home & kitchen,Appliances,199.46,87.0,2024-08-25 11:06:03.355472,Complete
BO-NO-6561,BO-NO-6561,Test Product 6405 (New),"",Non-Fiction,462.05,27.0,2024-08-17 11:06:03.355884,Complete
Sp-Fi-5644,Sp-Fi-5644,Test Product 6482,Sports,Fitness,,98.0,2025-01-29 11:06:03.358123,Missing price
TO-BU-9537,TO-BU-9537,Test Product 6601 [Updated],"",Building,331.56,82.0,2024-08-14 11:06:03.362,Complete
EL-AU-8469,EL-AU-8469,Test Product 6655,Electronics,Audio,480.11,94.0,2024-08-04 11:06:03.363,Complete
CL-SH-1621,CL-SH-1621,Test Product 6804 [Updated],"",Shoes,496.74,58.0,2025-01-23 11:06:03.390745,Complete
SP-CL-3725,SP-CL-3725,Test Product 6816 (New),Sports,Clothing,159.95,11.0,2024-05-18 11:06:03.367899,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,,234.96,53.0,2024-12-13 11:06:03.286187,Missing subcategory
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,,234.96,53.0,2024-12-13 11:06:03.286187,Missing subcategory
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,,234.96,53.0,2024-12-13 11:06:03.286187,Missing subcategory
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],Books,Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,464.75,98.0,2024-08-21 11:06:03.349498,Complete
BO-NO-6978,BO-NO-6978,Test Product 6187 [Updated],"",Non-Fiction,124.57,98.0,2024-08-21 11:06:03.349498,Complete
EL-PH-3051,EL-PH-3051,Test Product 3462 - Latest Model,Electronics,Phones,26.34,73.0,2024-09-05 11:06:03.223897,Complete
HO-DE-1728,HO-DE-1728,Test Product 3468,Home & kitchen,Decor,65.54,78.0,2024-11-03 11:06:03.269625,Complete
BO-NO-5538,BO-NO-5538,Test Product 3563 - Latest Model,Books,Non-Fiction,496.94,0.0,2024-08-01 11:06:03.187,Complete
HO-FU-4082,HO-FU-4082,Test Product 3598 (New),Home & kitchen,Furniture,322.34,53.0,2024-10-19 11:06:03.323,Complete
BO-FI-3397,BO-FI-3397,Test Product 3642 - Latest Model,Books,Fiction,214.51,0.0,2025-01-29 11:06:03.275,Complete
EL-AU-5659,EL-AU-5659,,Electronics,Audio,458.27,43.0,2024-10-19 11:06:03.24169,Complete
BO-NO-9459,BO-NO-9459,Test Product 3713 (New),"",Non-Fiction,245.29,62.0,2025-02-04 11:06:03.276828,Complete
BO-CH-3532,BO-CH-3532,Test Product 3728 (New),Books,Children,448.26,42.0,2024-08-31 11:06:03.277263,Complete
HO-AP-6891,HO-AP-6891,Test Product 3733,Home & kitchen,Appliances,295.77,43.0,2024-09-14 11:06:03.27741,Complete
CL-SH-7138,CL-SH-7138,,Clothing,Shoes,422.81,10.0,2024-07-26 11:06:03.230105,Complete
CL-SH-6906,CL-SH-6906,Test Product 3809,Clothing,Shoes,219.54,43.0,2024-03-18 11:06:03.21366,Complete
EL-LA-9343,EL-LA-9343,Test Product 3854 (New),"",Laptops,241.88,60.0,2024-03-26 11:06:03.280991,Complete
HO-AP-8605,HO-AP-8605,Test Product 3856 - Latest Model,Home & kitchen,Appliances,200.82,6.0,2024-09-08 11:06:03.28105,Complete
TO-BU-4868,TO-BU-4868,Test Product 3898 - Latest Model,Toys,Building,251.32,85.0,2025-01-01 11:06:03.45442,Complete
SP-FI-6432,SP-FI-6432,Test Product 3913,Sports,Fitness,477.70,0.0,2024-07-21 11:06:03.282723,Complete
EL-AC-1622,EL-AC-1622,Test Product 3919 (New),Electronics,Accessories,382.81,48.0,2024-06-28 11:06:03.283,Complete
SP-EQ-3421,SP-EQ-3421,Test Product 3938 (New),Sports,Equipment,333.86,0.0,2024-08-17 11:06:03.28345,Complete
BO-NO-8159,BO-NO-8159,Test Product 4016 [Updated],Books,,503.87,1.0,2024-11-21 11:06:03.286,Missing subcategory
EL-LA-4444,EL-LA-4444,Test Product 4031 - Latest Model,Electronics,Laptops,234.96,53.0,2024-12-13 11:06:03.286187,Complete
TO-ED-6864,TO-ED-6864,Test Product 4035 - Latest Model,Toys,Educational,192.03,0.0,,Complete
CL-AC-7762,CL-AC-7762,Test Product 4066 - Latest Model,Clothing,Accessories,21.62,11.0,2024-11-25 11:06:03.287213,Complete
TO-BU-9359,TO-BU-9359,Test Product 4111 (New),Toys,Building,450.55,65.0,2024-03-16 11:06:03.288551,Complete
BO-ED-9626,BO-ED-9626,Test Product 4124 - Latest Model,Books,Educational,429.14,0.0,,Complete
HO-CO-3100,HO-CO-3100,Test Product 4129 (New),Home & kitchen,Cookware,417.67,55.0,2024-08-14 11:06:03.289075,Complete
EL-CA-3843,EL-CA-3843,Test Product 4280 (New),Electronics,Cameras,329.85,51.0,2024-05-22 11:06:03.293467,Complete
SP-CL-2821,SP-CL-2821,Test Product 4284 - Latest Model,Sports,Clothing,311.07,60.0,2024-05-21 11:06:03.293582,Complete
BO-RE-8970,BO-RE-8970,Test Product 4316 [Updated],Books,Reference,390.55,75.0,2024-05-18 11:06:03.295,Complete
Bo-Ch-2388,Bo-Ch-2388,,Books,Children,307.81,24.0,2024-07-09 11:06:03.295254,Complete
TO-BU-2223,TO-BU-2223,Test Product 4406 - Latest Model,Toys,Building,125.77,71.0,2024-08-19 11:06:03.297173,Complete
HO-ST-2693,HO-ST-2693,Test Product 4487,Home & kitchen,Storage,489.42,32.0,2024-11-20 11:06:03.3,Complete
CL-ME-4960,CL-ME-4960,,Clothing,Mens,187.04,0.0,2024-06-14 11:06:03.301,Complete
HO-ST-9756,HO-ST-9756,Test Product 4542,Home & kitchen,Storage,312.02,0.0,,Complete
EL-AU-2225,EL-AU-2225,Test Product 4556 - Latest Model,Electronics,Audio,373.45,68.0,2024-05-23 11:06:03.302,Complete
SP-EQ-6432,SP-EQ-6432,Test Product 4583 - Latest Model,Sports,Equipment,213.49,92.0,2024-08-28 11:06:03.302391,Complete
SP-OU-9713,SP-OU-9713,Test Product 4642 (New),Sports,Outdoor,101.97,52.0,2024-08-24 11:06:03.304,Complete
BO-ED-5936,BO-ED-5936,,Books,,300.76,76.0,2024-10-05 11:06:03.307049,Missing subcategory
CL-KI-1649,CL-KI-1649,Test Product 4819,Clothing,Kids,340.99,24.0,2024-07-18 11:06:03.309347,Complete
